,dialect,standard,VGPT,EIGPT,FIGPT,EFIGPT
0,"경허주게 , 경헌디 그 ᄉᆞ삼사건 후에 저 산 고지 간에 이젠 숫을 묻엇주 . 묻으난 허가 잘 아이 마탓젠 .
","그렇지 , 그런데 그 사삼사건 후에 저 산 숲에 가서 이젠 숯을 묻었지 . 묻으니까 허가 잘 안 받았다고 .
","경허게, 경헌하던 그 삼사건 이후에 저 산 꼭대기에 이제는 밭을 갈았어. 갈았던 걸로는 충분하니까.",그래서 그 일이 끝난 후에 저 산 꼭대기에 이젠 채소를 심었어요. 심은 것은 잘 자라길 바랍니다.,"경험했어, 경험한 그 일어난 후에 저 산 고지에 이제는 취를 매었어. 묻었는데 그거 잘 몰라서 말았어.","그런데 , 그 사건 이후에 저 산 꼭대기에 이젠 나무를 심었어요 . 심은 건 내가 잘 알아요 ."
0,"으 , 다간 날 때 다 사레 온다 . 두 설 뒐 때 사레 오면 거 ᄑᆞᆯ고 . 겨고 주로이 그 밧갈쉐라고 잇저 , 밧갈쉐 .
","으 , 두습 될 때 다 사러 온다 . 두 살 될 때 사러 오면 거 팔고 . 그리고 주로 그 밧갈쉐라고 있어 , 밧갈쉐 .
","이제부터 나갈 때는 반드시 우산을 가져가야 해. 두 번째 날 다시 비가 오면 곤란해. 이 지역에서는 그 건물을 집이라고 불러, 집.","어 , 가끔 올 때는 사라온다. 두 번째 설 때 사라오면 거북이가 빙글빙글 돈다. 그 집 앞에는 밧줄 걸어 놓은 곳이 있어, 밧줄 걸어 놓은 곳.","우리 가족은 자주 모여서 함께 시간을 보낸다. 때때로 명절 때에는 함께 모여서 음식을 만들기도 한다. 이웃집 아저씨는 농사짓는 사람으로 유명한데, 그 아저씨.","어, 때늦게 오면 다 사레 온다. 두 설 때 사레 오면 거 집에 불이 켜져 있다. 그 사람은 그 귀농한 사람이라고 해, 귀농한 사람."
0,"아 , ᄆᆞ루 대예 . 가운데 들어가는 건 . 아 그럼 세 개 만드는 건 똑같은 거라예 ? 아까 저기 ?
","아 , 마루 대요 . 가운데 들어가는 건 . 아 그럼 세 개 만드는 건 똑같은 거지요 ? 아까 저기 ?
","""아, 모루 대야. 가운데 들어가는 것은? 아, 그러면 세 개 만드는 것은 똑같은 거잖아? 아까 저기?""","어, 여기가 가운데예요. 가운데 들어가는 것은... 그러면 세 개 만드는 것도 같은 거라고 하시는 거예요? 방금 전에 그곳에서 말씀하신 거죠?","아, 이거 중앙에 들어가는 거야. 그럼 세 개 만드는 건 똑같은 거야? 아까 거기서 말했잖아요?","어, 모두 대기엔 준비됐나요? 가운데에 넣는 것도 같은거네요. 그러면 그걸로 셋 만드는 건 같은 것 같죠? 아까 그거 말씀하시던 거 맞죠?"
0,"밥 , 식은밥을 헤 가지고 거기 놔 가지고이 이제 누르뜨난 경 뒈엇젠 .
","밥 , 찬밥을 해 가지고 거기 놔 가지고 이제 누르니까 그렇게 되었다고 .
","밥, 식은밥을 들고 거기 놔두고, 이제 눈치챈 거 같아.","밥, 차가운 밥을 가져다 놓고 거기 두고 이제 차가워진거네요.","밥, 식은밥을 가져가서 거기 놔두고 이제 잠시 쉬었다가 나중에 다시 하자.","밥 , 식힌 밥을 가져와서 거기 놔두고 이제 냉장고에 넣었어요."
0,"바당에 정 강 컷다근에 .
","바다에 지어서 가서 잠갔다가 .
",바닥에 정 물이 고이고 끄덕끄덕거리며 물을 젓다.,아이들이 강 정리하러 갔었어.,정원에서 정돈된 강아지가 놀고 있어요.,정원에서 죽도록 일했네.
0,"아 이듸 이듸 자리젓만 헹 먹언 . 자리젓 .
","아 여기 여기 자리젓만 해서 먹었어 . 자리젓 .
",아 이따 이따 자리 정리만 해 먹자. 자리 정리.,아이 이제 이제 자리정리만 하면 먹겠어. 자리정리.,"""아, 이제 이제 집에 가서 밥 먹어야겠다. 밥 먹자.""",아이야 이저 이저 자리 정리만 좀 해 먹자. 자리 정리.
0,"예 , 예 . 맞수다 . 보통 ᄎᆞᆯ레 옛날에 셍각 한 번 헤봅서 . ᄎᆞᆯ레 뭐 , 뭐 ᄎᆞᆯ령 먹엇수과 ? ᄎᆞᆯ레들 .
","예 , 예 . 맞습니다 . 보통 반찬 옛날에 생각 한 번 해보십시오 반찬 뭐 , 뭐 차려서 먹었습니까 ? 반찬들 .
","네, 맞습니다. 보통 철레(농사일) 할때 옛날에 색각(동료) 한 번 해봤죠. 철레할 때 뭐, 뭐 처량(처방) 먹였습니까? 철레들.","예, 예. 맞습니다. 보통 철레(시절) 옛날에 산것 한 번 해봤어. 철레 뭐, 뭐 철령(해삼) 먹었나요? 철레들.","예, 맞아요. 보통 산책을 가다가 예전에 산을 한 번 올라봤어요. 산책 중에 뭐, 뭐 먹었어요? 산책할래요.","예, 예. 맞습니다. 보통 쌀레(조부모님)랑 옛날에 새가 한 번 붙었던 적이 있어요. 쌀레 뭐, 뭐 쌀령(쌀로 된 음식) 먹었습니까? 쌀레들(조부모님들)."
0,"무신걸로 멘든 거라 , 그건 ?
","무엇으로 만든 거야 , 그건 ?
",뭐라고 말한 거야?,무슨 일로 마음이 상한 거예요?,"무슨 일로 바쁘셨다, 그게 뭐야?","무슨 것 때문에 그렇게 됐는데, 그게 뭐야?"
0,"사혼이엔 허믄 남자도 죽고 여자도 죽고 다헤근엥 헤주 . 구신으로 데 로오는 건데 .
","사혼이라고 하면 남자도 죽고 여자도 죽고 다해서 하지 . 귀신으로 데려오는 건데 .
","사혼이면 모든 남자도 죽고 여자도 죽으며 다해간 후에는 하늘나라로 가는데, 구신으로 돌아오는 것이라고 합니다.",결혼이란 것은 남자도 죽고 여자도 죽는 것이니까 다 함께 해주길 바라요. 이게 인간을 데려오는 일이잖아요.,살아간다면 어떤 남자도 죽고 어떤 여자도 죽고 다한테는 가게 됩니다. 구상으로 와서 있습니까?,결혼이라는 것은 어느 남자도 죽고 여자도 죽고 다해야 한다. 그것은 인생의 길목이다.
0,"또 ᄌᆞᆫ 자리 ᄒᆞᆯ 떼는 그보단 약허게 놓고 .
","또 조그마한 자리 할 때는 그보다는 약하게 넣고 .
",또 다시 자리를 헐뜯는 것보다는 조심스럽게 놓는 것이 좋아요.,또 자리를 뺏지 말고 조금 더 부드럽게 놓자.,또 자리를 확보하는 것보다는 조금 더 여유롭게 놓고.,"다시 찾아갈 자리를 잃지 않도록, 그보단 조심스럽게 놓아주세요."
